"F1","SE_F1"
0.0788057113680997,0.618771485297778
0.477822479961782,0.598991189782787
1.18969445119021,0.768209007761126
0.165838775894916,0.63024790210412
-1.22542437297326,0.55195887029521
0.630095739424695,0.694742608484417
1.00851203484287,0.668137754593054
-1.17216745284832,0.55043557020302
1.18870815188604,0.768090173542925
-0.780259188702398,0.545773362795167
-0.793537831523752,0.539270421370714
-1.0851913025704,0.554340800891903
-0.528444161099959,0.557637999651538
0.789252392701513,0.630661426717382
-0.290601804999974,0.576149008028395
0.601355373587724,0.694658458535816
-0.546137781958325,0.550200456003785
0.96734724077308,0.740375000171441
0.450961262058603,0.669627968732616
0.65550419150621,0.698279250929703
-0.285448710561681,0.581490545225687
-1.38392611815419,0.554363116639028
-1.55984589692739,0.587233106622086
-0.645278814134542,0.5452623776154
0.8517361412234,0.725113225879242
-0.196033633507344,0.585863635454246
0.451710487922873,0.66973338083165
-0.139987161655575,0.587011450581754
0.474785151006255,0.676554441783773
-0.285817730131464,0.571516989726752
0.641706444577481,0.69135396315709
-0.907466385285646,0.546021669566863
-0.713332414082887,0.550865080659451
0.96779937133152,0.740433716698512
-0.338149638029288,0.558585540277554
0.262445031293607,0.634119936663945
-0.159879729987469,0.522561697799607
-1.96160585812031,0.614577988860328
0.16252635810312,0.627430381596501
-1.4489568728752,0.567789057988414
0.96734724077308,0.740375000171441
0.368442082631375,0.653041120915181
0.31932248174758,0.649277106112885
0.0195792840365551,0.611201268025036
0.16252635810312,0.627430381596501
0.324813835970567,0.65514722313484
-0.398818501054978,0.57198248724588
0.968679999308101,0.740547794966682
0.795724867181841,0.722000300039292
-0.974097279343689,0.543764900727233
0.968227729415852,0.740489075936555
-1.55974039886901,0.578306820739959
0.764811265440776,0.713348630049983
0.520466590847322,0.669669527481485
0.540119393041645,0.677134493173042
0.036366089283578,0.615692054921402
-0.108061629552287,0.597711351826292
-0.406122313717951,0.552690659666133
0.65390670085276,0.69805721641112
-0.508445496318832,0.557974769385085
-0.461897671392643,0.495578516616059
0.63126948879469,0.694905988099342
0.230305998956323,0.649155156996042
0.0788057113680997,0.618771485297778
-1.8188640992376,0.59704775595684
0.214021825816221,0.63960125154542
1.27806097273034,0.701691332759295
-0.860108648088283,0.538071988185378
0.450240919815815,0.669527008635973
-1.44081575412365,0.558523643063778
0.451710487922873,0.66973338083165
-0.635471512125563,0.545868577407369
0.464283398832774,0.666477712867273
-0.922352358316344,0.535621900062578
0.825173791996245,0.721541941275399
-0.907173337268208,0.543696351064315
0.475520681172438,0.676659620259061
-0.81996469645045,0.544485896420437
-0.14723688632826,0.582784301128714
0.422428893698639,0.669057153907497
-0.398818501054978,0.57198248724588
0.166502313068845,0.630336948247586
1.18870815188604,0.768090173542925
-0.0652201128999658,0.597788588997328
-0.303981194188594,0.56176063287248
-1.32245258610274,0.558502915089687
-1.1540408034724,0.548605789861947
-0.409026838047247,0.56030368657909
0.165528042115254,0.630206456500978
-0.356376710528385,0.564864544633432
0.834019549669625,0.7177680104378
0.153819684714809,0.614799232698805
-1.32321986382674,0.549540994478906
-0.217678395762995,0.575214452607008
0.555599207109575,0.692894569512776
0.372907018613942,0.598091810985296
0.421681197628408,0.668949997191676
0.420962299018622,0.668847357573993
-0.270264187405063,0.573062126841367
0.969144274376471,0.740608315907332
-1.02184771438936,0.544741250983231
-0.617317942328739,0.546837720697098
0.423664624339428,0.656244041697438
1.18870815188604,0.768090173542925
-0.581618627695139,0.548895334911612
0.969144274376471,0.740608315907332
0.671585077482225,0.608110034122229
0.165838775894916,0.63024790210412
0.458452381752647,0.592902780994471
0.392704728467584,0.577786870324551
-0.0663310057367641,0.534320326939217
-0.665221145290988,0.480096634105154
1.18969445119021,0.768209007761126
-0.287406343513082,0.563349411354862
0.850013518921901,0.724882326969608
-0.833715506274562,0.470591356723657
-0.784659683742341,0.443035506681428
-0.0176739993015603,0.375267397448108
-0.530292092777611,0.448160982797273
0.70805871872451,0.497124894312674
-0.330708810159127,0.42529360455894
0.775519453298845,0.491031312933568
0.97406766030777,0.528631623026038
-0.595533966000015,0.455464935532731
-2.17484579443214,0.563092333301397
0.549711201164982,0.46233638381555
-0.291840343054313,0.421769947429522
1.20882479196149,0.572438704374809
0.980578397759888,0.486190953529303
0.851008544953162,0.505613017804151
0.926191038817571,0.546983561093397
-0.023956964045416,0.40110648158877
-0.556843829438473,0.444014920452707
-0.409816593376854,0.434175557542068
-0.159231071898437,0.383976337697911
-0.45074069994189,0.432428703615767
1.76464846083577,0.637963164306637
-0.254537706595864,0.411596866440355
-0.0876367348950466,0.39877406240541
-0.943891892258025,0.490130098035667
0.775519453298845,0.491031312933568
-0.440460968474753,0.437717294710971
-0.68903445009859,0.457560781951829
0.8733769807557,0.509971235704285
0.83195161252289,0.539408578497459
0.974885758628931,0.533719450271848
-0.544570141511676,0.440347786697884
0.350800426192428,0.428839533549825
-0.351804092282466,0.42808389007237
0.612853382520702,0.475923221948611
0.0411654946050005,0.39585616553139
0.0171222319493818,0.400308821188955
-0.316711283435663,0.415101846955997
0.504362118792391,0.425829186940729
